epoch,t_dice_0,t_dice_1,t_dice_2,t_dice_3,v_dice_0,v_dice_1,v_dice_2,v_dice_3,t_loss,v_loss
20.0,0.9892596975962321,0.2384086063504219,0.03872133195788289,0.19443044964709164,0.9928646385669708,0.16827579215168953,0.06037150043994188,0.37139035761356354,15.029216016133626,11.938878059387207
21.0,0.9895003890991211,0.27048659722010293,0.04572656553549071,0.2002750642473499,0.9924395829439163,0.19591360166668892,0.06886698957532644,0.32990623265504837,14.145516827901204,11.255873203277588
22.0,0.9894776837031046,0.27983504444360735,0.04446798111312091,0.20939927178745468,0.9926642775535583,0.05664669256657362,0.013539470382966101,0.6603237092494965,13.881928265889485,16.186534881591797
23.0,0.9899312440554301,0.30525307486454645,0.048582065068185326,0.18275057305581868,0.9923149198293686,0.21381725743412971,0.07725302269682288,0.3504878683015704,14.180228856404623,13.032764673233032
24.0,0.9899988198280334,0.3206865222255389,0.05182862813274065,0.1960728352617783,0.9930760264396667,0.149276124779135,0.047832516822381876,0.5992800816893578,13.734974060058594,13.991571426391602
25.0,0.9900560474395752,0.3344247889518738,0.05276938956230879,0.19826985552363718,0.992947980761528,0.2087237350642681,0.03646281361579895,0.5416024699807167,13.31521536509196,11.573874950408936
26.0,0.9903655155499776,0.34771266440550486,0.05482126279423634,0.19906291001165907,0.9914654642343521,0.21859214827418327,0.07214511558413506,0.270835695322603,12.790825640360515,12.785541772842407
27.0,0.9903462298711141,0.35074213445186614,0.05577126620958249,0.19190894867759198,0.9925173372030258,0.20309947803616524,0.06519589573144913,0.33747091330587864,13.322744623819988,11.680892705917358
28.0,0.9905217488606771,0.3659342565139135,0.05110932578953604,0.16625614391018947,0.9928165376186371,0.2143121287226677,0.06648211367428303,0.39794686157256365,13.684494285583495,11.915103912353516
29.0,0.9906927712758382,0.37916467726230624,0.05276407147447268,0.20241953617039446,0.9926452189683914,0.2167433649301529,0.057216592598706484,0.4071091506630182,12.997644526163738,11.786541223526001
30.0,0.9908773120244344,0.3870194496711095,0.05087576769292355,0.18494500145005682,0.9931771010160446,0.1636456698179245,0.04662246908992529,0.6357247531414032,13.147999153137206,10.792188167572021
31.0,0.9908915559450785,0.3970521396398544,0.05892059068505963,0.17197808417181173,0.9928531795740128,0.23994333297014236,0.030153334606438875,0.42889687418937683,13.164082202911377,11.91467547416687
32.0,0.9909214274088541,0.3956954471270243,0.0743384008606275,0.1827381613990292,0.9929640889167786,0.26211637258529663,0.04826971422880888,0.367473803460598,12.729953378041586,10.950734615325928
33.0,0.9911371755599976,0.40928253332773845,0.06532356994847456,0.1666908446016411,0.991812214255333,0.26209232211112976,0.07929265592247248,0.2595624551177025,13.338040758768717,10.714575290679932
34.0,0.9913046344121297,0.41508272409439084,0.0728722666700681,0.1690545398897181,0.9932430684566498,0.17669941182248294,0.0602864227766986,0.5740011110901833,12.800654150644938,13.863163709640503
35.0,0.991291131178538,0.41596928755442303,0.0648326727685829,0.1459373569084952,0.9927422255277634,0.26254886016249657,0.07777738338336349,0.2698998316191137,13.214901142120361,12.49538779258728
36.0,0.9914767901102702,0.4206988912820816,0.07819359647730986,0.14509137867018582,0.9931977093219757,0.2121875211596489,0.0818468825891614,0.3097495958209038,12.77000202814738,10.829559326171875
37.0,0.9915343570709229,0.43145031094551084,0.07391785256564617,0.15468693459716937,0.9930593371391296,0.2632063403725624,0.07469777390360832,0.27739684795960784,12.660923627217612,12.229151010513306
38.0,0.9916295647621155,0.4367671716213226,0.08296111087004343,0.14419807495549322,0.9931715279817581,0.24473080039024353,0.06766823539510369,0.404101200401783,12.496400190989176,10.647245168685913
39.0,0.9916944440205891,0.4432874890168508,0.08050558096418778,0.1610910152628397,0.992998942732811,0.14805850386619568,0.020264500053599477,0.5829778611660004,12.605702578226726,14.20685362815857
40.0,0.9916425331433614,0.4400163851181666,0.07337147368739048,0.13230514823148648,0.9932007640600204,0.23579450696706772,0.07009261660277843,0.2703719390556216,12.966852080027262,11.644184827804565
41.0,0.9917258524894714,0.44907094637552897,0.08305289436131716,0.14779305663270256,0.993062898516655,0.29397356510162354,0.07142013870179653,0.26724835112690926,12.444417641957601,11.323465585708618
42.0,0.9917628828684489,0.45148855169614155,0.08489024738160272,0.1344481086358428,0.9930077195167542,0.2808993458747864,0.0702034616842866,0.2599746286869049,12.532503992716471,10.96955919265747
43.0,0.9919006045659383,0.4595562167962392,0.08141053045789401,0.12689981129796554,0.9929347932338715,0.2676071375608444,0.07902095187455416,0.25857583701144904,12.939597091674806,12.453117370605469
44.0,0.9920658349990845,0.4529365650812785,0.09136999639372032,0.1361241261723141,0.9932966083288193,0.24440956115722656,0.07105436455458403,0.30581410601735115,12.385882498423259,10.808337688446045
45.0,0.9921852747599283,0.4661661728223165,0.09291177093982697,0.11773506145458669,0.9931385368108749,0.22324690036475658,0.038507047574967146,0.4067843174561858,12.744679476420085,13.256743907928467
46.0,0.9922224958737691,0.4691717553138733,0.10125092153747876,0.12789917283070584,0.9932653456926346,0.23156628385186195,0.07701826497213915,0.27785967104136944,12.453406454722087,13.11992597579956
47.0,0.9924133539199829,0.4764804450670878,0.10393052905797959,0.12686832366511225,0.9930621832609177,0.24546008184552193,0.03186167636886239,0.3349426072090864,12.086999848683675,13.336053609848022
48.0,0.9921322854359945,0.4700460537274678,0.0972660555690527,0.11109319701169929,0.9932055324316025,0.2128966525197029,0.05195336416363716,0.5034606009721756,12.482249285380046,11.022716999053955
49.0,0.9923299288749695,0.47870725870132447,0.10111749018232027,0.11344809429176772,0.9926538020372391,0.30647116899490356,0.08929443359375,0.2554234564304352,12.479873847961425,10.068304300308228
50.0,0.9923892347017924,0.4802536110083262,0.10816194261113803,0.12223537566761176,0.9932493418455124,0.2810933915898204,0.07105920171306934,0.3201713291928172,12.169443848927816,16.088801383972168
51.0,0.9924337077140808,0.4856347544987996,0.11379512081543605,0.11312678320954243,0.9925063997507095,0.29219894483685493,0.09805323649197817,0.25314374547451735,12.01089163462321,11.588684797286987
52.0,0.9925653274854024,0.4916873848438263,0.12305300439397494,0.10824170877225697,0.9932704716920853,0.22961166873574257,0.0851768534630537,0.2584177078679204,11.820433985392253,13.035115242004395
53.0,0.9925126417477925,0.4887209626038869,0.12091318848232428,0.10843127114698291,0.9932460784912109,0.26002988405525684,0.07913766568526626,0.25763660995289683,11.800963045756022,12.708709478378296
54.0,0.9924955908457438,0.4893936365842819,0.1333333851893743,0.10130962316257258,0.993264690041542,0.2260077502578497,0.08765105251222849,0.33880167454481125,11.851907800038656,10.701807022094727
55.0,0.9926972246170044,0.49739341815312704,0.1369589771827062,0.11710591236750285,0.9934462755918503,0.23999621253460646,0.09943499165819958,0.2872175658121705,11.189514306386313,13.157354831695557
56.0,0.9926673952738444,0.4999018303553263,0.14143085385362308,0.10933444330623994,0.9926222860813141,0.2842995934188366,0.11254896596074104,0.2527643942157738,11.57213877995809,12.218291997909546
57.0,0.9928282022476196,0.4955261691411336,0.1506754171848297,0.11527767965570092,0.9910147488117218,0.2550305463373661,0.08597336150705814,0.25271541625261307,10.985918579101563,10.9223952293396
58.0,0.992628698348999,0.48922247529029844,0.14744380484024683,0.10867295131397745,0.9930082708597183,0.2851644903421402,0.11842889676336199,0.2536539686843753,11.390329240163167,15.586899995803833
59.0,0.9929237023989359,0.5073885770638784,0.15893077827990054,0.10799470035048822,0.9930195808410645,0.31428222358226776,0.09760120743885636,0.25374227232532576,11.188075218200684,15.3209867477417
60.0,0.9929233018557231,0.5121208381652832,0.16856960048278172,0.12260119988427808,0.9932404607534409,0.2719101868569851,0.11104234540835023,0.2545625335769728,11.002665837605795,13.87177586555481
